doc_id,sentence
[국가기록원]2013년 국가기록물 정리사업,"정량적 효과 o 1998년부터 2012년까지 누적 사업비 663억원에 대한 투자대비 효과(ROI)* 적용 시 총 1,825억원 효과 발생 ⇒ 연평균 비용효과 122억원 발생 o 또한, 정리사업 이전과 이후를 비교하여 업무처리 시간단축 효과에 따른 절감시간을 분석한 결과, 기존의 업무처리시간에 비해 약 3시간 절감 * 참조 : 2012년 국가정보화 백서 , 국가DB사업 투자대비 효과 ⇒ 275.2%"
[국가기록원]2013년 국가기록물 정리사업,현황 및 문제점 가.
[국가기록원]2013년 국가기록물 정리사업,기록관리 법․제도 o 공공기관의 기록물관리에 관한 법률 제정(1999.1.29)으로 공공기관의 주요기록물에 대한 명확하고 체계적인 수집 근거 마련 o 공공기록물 관리에 관한 법률 전부개정(2006.10.4)을 통한 기록물의 전자적 생산․관리 제도적 기반 마련 및 비전자기록물의 전자적 관리 강화
[국가기록원]2013년 국가기록물 정리사업,기록물 이관환경 o ‘13년초 새 정부 정부조직개편 및 세종시 지방이전 등 중앙부처 환경변화에 따른 기록물의 결락없는 수집을 위한 다각적 대응 체계 구축 필요 o ‘15년 전자기록물 본격 이관 대비 비전자기록물 위주의 정리․등록 사업에서 전자기록물 검수 사업으로 방향 전환 모색 나.
[국가기록원]2013년 국가기록물 정리사업,문제점 및 개선방향
[국가기록원]2013년 국가기록물 정리사업,"문제점 o ‘13년도 말 미정리기록물 59만권 예상*, 열람대응을 위한 조기 정리 대책 필요 o ‘가치있는 기록물’에 보존역량 중점을 위해, 동종 대량기록물의 정리 간소화 방안 등 정리․등록 차등화 방안 모색 o 2015년 전자기록물 본격 이관 대비, 현행 비전자기록물 위주의 정리사업에서 전자기록물 위주로 사업방향 전환 필요 o 동절기 취약층 일자리 공백 최소화 및 작업자 근로여건 개선 등 - 동절기 사회 취약계층 보호 필요 및 취약층 참여범위 확대 필요 - 임금체불방지, 중증장애인 근무시간 경감 등 ‘12년도 미비점 개선 필요 * 59만권 = {‘12년도 미정리량(53만권) + ’13년도 수집량(26만권)} - ‘13년도 정리량(20만권)"
[국가기록원]2013년 국가기록물 정리사업,사업 추진계획 가.
[국가기록원]2013년 국가기록물 정리사업,"추진목표 목 표 기록물의 체계적 정리 및 중요 색인항목 등록, 중요 기록물의 영구 보존 및 열람․서비스 체계 확립"
[국가기록원]2013년 국가기록물 정리사업,국가 중요기록물 20만권의 정리 및 색인항목 등록 o ‘13년도 기록물관리지침’에 따른 기록물의 체계적 정리 o ‘기록관리시스템 이관 규격’에 따른 필수 메타데이터 등록
[국가기록원]2013년 국가기록물 정리사업,"99.9% 이상의 품질수준 확보 o 부처전담자 및 업무 분야별(수집, 보존, 복원 등) 책임관리제 도입 o 주관기관 검수 강화 및 정기적 품질검토회 개최로 품질수준 향상"
[국가기록원]2013년 국가기록물 정리사업,신속한 대국민 열람․서비스 체계 구축 o 나라기록포털과의 연계 기반 마련을 통한 온라인 서비스 체계 구축 o 보존위치 식별 정보의 입력을 통한 위치정보 전산화 나.
[국가기록원]2013년 국가기록물 정리사업,추진전략 《 기본방향 》  표준화 절차에 따른 20만권 정리․등록 및 전자적관리체계 구축  사업 관리 및 검수 체계 강화로 정리사업 품질수준 향상  기록물 보안관리 대책 수립 및 적용으로 사업 안정화  정기 교육을 통한 수행사 및 작업참여자의 정리사업 수행능력 향상  ‘재정지원 일자리사업’ 조기 시행 및 작업자 근로여건 개선
[국가기록원]2013년 국가기록물 정리사업,"표준화 절차에 따른 20만권 정리․등록 및 전자적 관리 체계 구축 o 기록물의 보존가치, 이용가능성 등을 고려 우선 정리대상 20만권 선정 o ‘기록물관리지침’, ‘정리작업 매뉴얼’에 기반한 표준화된 정리공정 운영 o 검수전담팀 운영 및 100% 전수검사 실시로 사업 품질수준 99.9% 달성 검수전담팀 30명 이상 확보, 일평균 1,000권 이상 검수로 100% 검수 완료 추진 o 기록물 보안관련 사고 사전 예방을 위한 사업 착수시점의 참여자 보안교육, 사업장 CCTV 설치 및 사업장별 월별 보안점검 실시"
[국가기록원]2013년 국가기록물 정리사업,"보안 및 안전사고 예방을 통한 사업 안전성 확보 o 참여자 보안교육, 사업장 CCTV 설치, 사업장별 월별 보안점검 실시, 핸드폰 보안스티커 부착, USB포트 봉인, 내 PC 지키미 실행 및 기록물 유출 방지 철저 o 작업참여자에 대한 청사 내 생활예절 교육 실시로 점심시간 및 휴식시간 등 특정장소 인원 밀집 시 안전사고 발생 최소화"
[국가기록원]2013년 국가기록물 정리사업,기술 및 교육지원 강화를 통하여 사업의 질적 향상 도모 o ‘15년 전자기록물 본격이관 대비 사전 기술검토 실시 o 사업 초기 워크숍 등 공정교육을 통한 근로자 작업수행능력 제고 추진
[국가기록원]2013년 국가기록물 정리사업,“재정지원 일자리사업” 조기 시행 및 작업참여자 근로여건 개선 o 동절기 취약계층의 어려운 현실 등을 감안하여 취업취약계층 대상 직접 일자리사업 조기 시행* o 취약층 고용 확대 및 중증장애인 파트타임 근무제 적용 o 임금체불방지를 위한 노무비 별도 전용계좌 개설 및 관리 ‘13년도 재정지원 일자리사업 중앙-자치단체 합동지침 (고용노동부 노동시장정책과) 다.
[국가기록원]2013년 국가기록물 정리사업,추진일정 기 간 구 분 2013년 M M+1 M+2 M+3 M+4 M+5 M+6 M+7 M+8 작업장구축 / 인력모집 작 업 공 정 1.
[국가기록원]2013년 국가기록물 정리사업,사전조사 및 반출 2.
[국가기록원]2013년 국가기록물 정리사업,기록물 해철 및 건 분류 3.
[국가기록원]2013년 국가기록물 정리사업,"면표시(넘버링), 면표시 검증 4."
[국가기록원]2013년 국가기록물 정리사업,색인목록 등록 5.
[국가기록원]2013년 국가기록물 정리사업,"정리상태, 검증 6."
[국가기록원]2013년 국가기록물 정리사업,"색인목록, 검증 7."
[국가기록원]2013년 국가기록물 정리사업,"재편철, 라벨부착, 보존상자 편성 8."
[국가기록원]2013년 국가기록물 정리사업,서고배치 주관기관 검수 보완 및 완료보고 제출 교 육 작업자 교육 담당자 기술이전 상기 작업공정의 세부항목은 과업수행의 필수 기술요소임 4.
[국가기록원]2013년 국가기록물 정리사업,제안요청 내용(붙임 5.
[국가기록원]2013년 국가기록물 정리사업,요구사항 상세화 참조) 가.
[국가기록원]2013년 국가기록물 정리사업,"사업 개요 o 사 업 명 : 2013년 국가기록물 정리사업 o 사업기간 : 2013년 2월 중 ~ 2013년 11월 중(계약일로부터 270일, 약 9개월) o 사업대상 : 정리대상 기록물 20만권 o 사업장소 : 국가기록원 나라기록관내 작업장(발주처 제공) o 예 산 : 2013년 국가기록물 정리 위탁사업비 배정예산 34억 o 계약방법 : “국가를 당사자로 하는 계약에 관한 법률” 시행령 제43조(협상에 의한 계약체결) 및 제43조의 2(지식기반사업의 계약방법) 에 따른 일반 공개경쟁 입찰 o 계약시기 : 2013."
[국가기록원]2013년 국가기록물 정리사업,사업 공정흐름도 다.
[국가기록원]2013년 국가기록물 정리사업,"작업장의 장비 확보 및 작업환경 조성 o 국가기록원 내 지정장소에 작업장 설치를 원칙으로 함 o 원내 작업장은 계약 후 인력투입계획, 세부공정계획 등에 따라 순차적으로 제공함 o 작업장내에서는 원내 기록관리 원칙 및 보안규정 준수 o 사업 종료 후 작업 공간 반환은 원상 복구함 o 정보화(ICT)기기 확보 - 본 사업의 자료입력 등의 과업달성을 위해 필요한 정보화(ICT)기기는 주관 사업자가 준비함 - 다만, 국가기록원의 활용 가능한 정보화기기(업무PC 60대 등)는 협의를 통해 제공 마."
[국가기록원]2013년 국가기록물 정리사업,"보안관리 모든 참여자는 국가기록물 정리에 요구되는 관련 보안규정 모두를 철저히 준수, 주관사업자는 전 인력에 대한 관리․감독 책임 수행"
[국가기록원]2013년 국가기록물 정리사업,"보안관련 법규, 지침 준수 o 공공기관의 개인정보 보호에 관한 법률, 행정안전부의 개인정보 보호지침 등 개인정보 보호 관련 법규 및 지침 o 국가정보원의 ‘용역업체 노트북PC 및 휴대형저장매체 보안대책’ 및 국가 정보통신 보안 기본지침 등 보안 및 정보보호에 관련 법규 및 지침 o 행정안전부 ‘정보화용역사업 보안관리 실무매뉴얼’, ‘정보화용역사업 보안관리 실태점검 체크리스트’ 준수 o 국가기록원이 제시한 관련 보안규정(기록물 내용보안 포함) 등의 위반시 일체의 책임(유․무형의 배상 등 포함)을 다하여야 하며 공공기록물 관리에 관한 법률 제50~52조(벌칙)을 엄격히 적용함 o 국가기록원 보존서고 출입에 있어서는 국가기록원 서고 관리 지침 및 RFID를 활용한 기록물 보안강화 대책 을 준수함"
[국가기록원]2013년 국가기록물 정리사업,"관리적 보안 o 인적, 물적 자원에 대한 보안정책 및 지침을 수립하여 적용 o 주기적인 보안교육 및 수시 보안진단 실시, 보안서약서 징구 o 본 사업 수행 중 취득한 지식에 대하여 과업수행중은 물론 사업이 완료된 후에라도 비밀 보안을 준수하고 수집된 행정자료에 대한 폐기조치 o 작업장 CCTV 설치, 외부출입자 통제 및 관리 보안교육 철저 o 주관기관의 주기적(월 1회) 점검 및 지적에 대한 신속한 보완 추진 o 작업참여자 워크숍 시, 보안교육 과정 필히 반영 및 교육"
[국가기록원]2013년 국가기록물 정리사업,"인원 보안 o 보안서약서 작성 및 개인의 책임과 보안의 중요성 상시 지도 o 원내에서는 항상 신분증 패용 및 주기적인 보안교육 실시 o 휴대폰, 디지털카메라, 외장용 메모리 기기 등 불필요한 소지품 반입 금지(핸드폰, PMP 등 포터블 IT기기 링크 금지) o 화기 및 위험물질 등에 대하여 반입 및 사용 통제 o 화재 등 재난시 인원 및 기록물 보호 관련 대책 수립과 시행"
[국가기록원]2013년 국가기록물 정리사업,"시스템 보안 o 시스템 로그파일 관리로 비인가자 접근 감시 o 사용자별 권한관리 및 디렉토리에 대한 적정한 권한 설정 o 사용되는 정보화기기의 USB 등 외부포트 차단 및 외부 저장장치(USB메모리, 외장형하드 등) 사용금지 o 일일 데이터 백업 등 안정성 확보 o 작업장내 외부네트워크 연결은 주관사업체 관리파트 부분으로 한정하며, 일반 작업자는 외부네트워크 차단 및 작업용 이외 S/W 사용금지 o 사업완료시 하드디스크에 남아있는 관련 자료 삭제 및 로우 레벨 포맷으로 초기화"
[국가기록원]2013년 국가기록물 정리사업,"자료보안 o 프로젝트 사무실, 중요장비 설치장소에 대한 출입보안 실시 o 개인소유의 PC 및 보조기억장치 반입/반출 통제 실시 o 생성된 문서는 별도의 시건장치가 된 곳에 안전하게 보관 o 폐기되는 문서는 안전한 방법으로 폐기 되어야 함 o 문서의 보안등급을 부여하고 등급에 따라 차별화된 권한관리"
[국가기록원]2013년 국가기록물 정리사업,"기술적 보안 o 공유자원에 대한 접근제어가 사용자 권한에 따라 이루어지는지 관리 o 네트워크 관리자 접속용 계정의 패스워드는 기본 패스워드가 아닌 복잡도가 높은 패스워드로 변경하여 사용 o 서비스 관리 : FTP, Telnet 등 불필요한 서비스 제공 여부 점검 및 제한 o 서버운영체제 취약점 관리 : OS가 알려진 취약점을 가지고 있는지 점검 o PC패스워드 사용 및 주기적인 변경 o 사용자 PC 백신 프로그램 최신 상태 유지 o 정기적 바이러스 및 해킹도구 검사 o 한국정보보호진흥원의 “보안가이드라인”기반으로 한 웹 관련 보안 취약점 감독 철저"
[국가기록원]2013년 국가기록물 정리사업,휴대용 저장매체 관리 o 작업자용 PC는 원천적으로 USB 포트 및 CD-ROM은 봉인지로 차단 o 업무상 사용되는 노트북(서고내 사전조사용)은 시건장치 설치 o 부득이한 경우 승인된 보조기억매체만 사용 o 사업담당주무관이 시건장치가 있는 곳에 승인된 보조기억매체 별도 관리 붙임 2 : 국가기록물 정리사업 용역업체 정보보호 준수사항 붙임 3 : 국가기록물 정리사업 보안관리 점검표 사.
[국가기록원]2013년 국가기록물 정리사업,"과업수행 및 표준화 요건 1) 색인목록 입력 요건 o 원시자료 확보방안 - 각 부처 전담 담당자(실무협의회)와 협의를 통해 기록물 확보 - 원시자료 확보는 보유 기록물별 색인목록을 확보하여 검토하고, 보존기간, 훼손여부 및 시급성을 고려하여 정리 우선순위를 결정 - 산재되어 있거나 정리가 미흡한 기록물은 분류, 재편철 등의 선 정리 수행 - 선정된 기록물에 대하여 기본목록(기록물철 단위), 세부목록(기록물건 단위)을 전산화하고 중앙영구기록관리시스템(CAMS)에 입력 o 색인목록 입력 요건 - 중앙영구기록관리시스템 메타 규격을 준수(이관, 등록, 서고배치 등) - CAMS 입력전, 정리작업수행을 위한 메타데이터 입력 및 관리를 위한 별도의 공정관리시스템을 주관사업자가 제안서에 제시하고 지원함."
[국가기록원]2013년 국가기록물 정리사업,"2) 업무표준관련 규정 o 기록물 정리 - 법률 : 공공기록물 관리에 관한 법률 , 동법 시행령, 시행규칙 - 표준 : 기록물 DB구축 가이드 라인 (공공표준) - 지침 및 매뉴얼 등 : “2013년도 기록물 관리 지침”, “‘11년 국가기록물 정리사업 작업매뉴얼”, 선행사업자 산출물 등 o 색인정보 입력 및 이관규격 데이터 업로드 - 표준 : 기록관리 메타데이터 표준 : 비현용 - 데이터 규격 : “행정기관의 자료관시스템 규격” - 지침 및 매뉴얼 등 : ‘행정정보데이터베이스 표준화 지침’, ‘중앙영구기록관리시스템(CAMS) 업로드 규격’ 카."
[국가기록원]2013년 국가기록물 정리사업,"22) o 입찰공고 기간 : 25일 (기존 40일 → 변경 25일) - 사유 : 동절기 저소득층의 일자리 공백 최소화를 위하여 일자리 사업의 조기 시행 - 근거 [일자리사업관련] ① ｢고용정책기본법｣제13조의2(재정지원 일자리사업의 효율화) ② 2013년도 재정지원 일자리사업 중앙부처-지자체 합동지침 (고용노동부 노동시장정책과-4540호, 2012.12.7) [계약관련] ① 국가를 당사자로 하는 계약에 관한 법률 시행령 제35조(입찰공고의 시기) ② 협상에 의한 계약체결 기준 (기획재정부 계약예규 제114호, 2012."
[국가기록원]2013년 국가기록물 정리사업,"22) 제4조(입찰공고) ③ 정보시스템 구축․운영 지침(행정안전부고시 제2012-25호, 2012.6.27) 제27조(입찰공고 기간) 나."
[국가기록원]2013년 국가기록물 정리사업,"제안서 기술평가 o 기술평가위원회 구성 - 구성인원, 자격요건 등 위원회구성과 평가는 조달청에서 일괄 추진 - 평가위원선정 시 해당분야 전문가(30% 이상)로 구성하되 제안업체와 이해관계가 없는 자를 보안을 유지하여 선정하고, 평가항목을 추가, 조정하거나 항목별 배점한도를 가․감하는 경우가 없도록 함 o 기술평가 방법 - 조달청 제안서 제출 업체를 대상으로 평가 실시 붙임 4 : 기술제안서 기술평가 평가항목 및 배점한도 다."
[국가기록원]2013년 국가기록물 정리사업,"3) 제안조건 o 본 제안과 관련되어 제출된 자료는 반환하지 않으며, 본 제안에 따른 제반 비용은 제안사가 부담한다. o 제출된 제안서는 국가기록원이 요청하지 않는 한 수정, 삭제 또는 대체 될 수 없다. o 제안서의 모든 기재사항은 객관적으로 입증할 수 있는 관련증빙서류를 첨부하여야 하며, 제출된 자료 중 일부라도 허위가 있을 경우에는 평가대상에서 제외된다. o 본 제안요청서의 결과에 의한 일체의 계약은 국가를 당사자로 하는 계약에 관한 법률 등 관련법규를 준수하여야 한다. o 계약의 이행과정에서 발행하는 산출물은 계약서에 별도의 명시가 없더라도 국가기록원에 사용권이 주어진다. o 제안서에 제시된 내용은 계약서에 명시하지 않더라도 계약서와 동일한 효력을 가진다."
[국가기록원]2013년 국가기록물 정리사업,"다만, 계약서에 명시된 경우에는 계약서 내용이 우선하며 제안서 및 계약서에 대한 해석상 이견이 발생한 경우에는 국가기록원의 해석을 우선한다."
[국가기록원]2013년 국가기록물 정리사업,"4) 계약기간 o 계약일로부터 270일(‘13년 2월 중 ~ 11월 중, 약 9개월간) 라."
[국가기록원]2013년 국가기록물 정리사업,제안서의 효력 o 제안서에 제시된 내용과 발주처 요구에 의하여 수정․보완․변경된 제안 내용은 계약서에 명시하지 않더라도 계약서와 동일한 효력을 가진다.
[국가기록원]2013년 국가기록물 정리사업,"다만, 계약서에 명시된 경우는 계약서가 우선한다. o 제안서는 허위로 작성하지 않아야 하며 계약 후에라도 허위로 작성된 사실이 발견 되거나 제안된 내용을 충족하지 못할 경우에는 손해 배상의 책임을 져야 한다."
[국가기록원]2013년 국가기록물 정리사업,제안서 작성 안내 1) 작성목차 작성항목 세부목차 I.
[국가기록원]2013년 국가기록물 정리사업,역할 및 협조사항 6.
[국가기록원]2013년 국가기록물 정리사업,제안의 특장점 7.
[국가기록원]2013년 국가기록물 정리사업,제안업체 소개 1.
[국가기록원]2013년 국가기록물 정리사업,"일반현황 붙임【서식1, 2】 2."
[국가기록원]2013년 국가기록물 정리사업,경영현황 붙임【서식3】 3.
[국가기록원]2013년 국가기록물 정리사업,조직 및 인력현황 4.
[국가기록원]2013년 국가기록물 정리사업,주요 사업내용 제안사의 주요사업내용을 분야별 구분하여 제시 5.주요 사업실적(최근3년간) 붙임【서식4】 III.
[국가기록원]2013년 국가기록물 정리사업,기술부분 필수기술항목 포함 1.
[국가기록원]2013년 국가기록물 정리사업,전체 업무 흐름도 2.
[국가기록원]2013년 국가기록물 정리사업,분야별 인력투입 및 추진방법 가.
[국가기록원]2013년 국가기록물 정리사업,추진조직도 붙임【서식5】 나.
[국가기록원]2013년 국가기록물 정리사업,사업추진 업무분장표 붙임【서식6】 3.
[국가기록원]2013년 국가기록물 정리사업,"작업인력확보, 사업장운영 방안 4."
[국가기록원]2013년 국가기록물 정리사업,보안확보 방안 및 개인정보 보호 방안 5.
[국가기록원]2013년 국가기록물 정리사업,자료의 검사방안 6.
[국가기록원]2013년 국가기록물 정리사업,기타 기술지원 방안 참여인력 이력사항 붙임【서식7】 IV.
[국가기록원]2013년 국가기록물 정리사업,사업관리 부문 필수기술항목 포함 1.
[국가기록원]2013년 국가기록물 정리사업,업무보고 및 검토계획 5.
[국가기록원]2013년 국가기록물 정리사업,수행조직 및 업무분장 6.
[국가기록원]2013년 국가기록물 정리사업,투입인력 및 이력사항 V.
[국가기록원]2013년 국가기록물 정리사업,교육훈련 방안 2.
[국가기록원]2013년 국가기록물 정리사업,유지보수 방안 3.
[국가기록원]2013년 국가기록물 정리사업,기술이전 방안 4.
[국가기록원]2013년 국가기록물 정리사업,"기타 지원사항 붙임 제안서포함 서식 참조 2) 작성 방법 제안서는 다음의 규격을 준수하여야 한다. o 제안서는 대한민국 표준어로 작성되어야 하며, 필요시 영문표기를 병행 할 수 있다."
[국가기록원]2013년 국가기록물 정리사업,대상 기록물 파악 및 사전조사 방안 2.
[국가기록원]2013년 국가기록물 정리사업,기록물 분류 및 정리 방안 3.
[국가기록원]2013년 국가기록물 정리사업,색인목록 작성 및 보정 방안 4.
[국가기록원]2013년 국가기록물 정리사업,"재분류 방안(기록물 철, 건 등) 5."
[국가기록원]2013년 국가기록물 정리사업,다단계 품질 검수 및 대량 색인목록 자료 업로드 방안 6.
[국가기록원]2013년 국가기록물 정리사업,"관리번호태그, 서고배치 등 기록물관리기술 적용 방안 계획 및 관리부분 1."
[국가기록원]2013년 국가기록물 정리사업,전체공정프로세스도 및 분석표 2.
[국가기록원]2013년 국가기록물 정리사업,"보안관리계획(작업장, 시스템, 인원 등 보안계획) 3."
[국가기록원]2013년 국가기록물 정리사업,단계별 품질검사 계획 4.
[국가기록원]2013년 국가기록물 정리사업,"작업장 운영계획, 공정계획 및 인력투입계획 5."
[국가기록원]2013년 국가기록물 정리사업,전체 사업 참여인원의 50% 이상을 취업취약계층으로 고용 방안 6.
[국가기록원]2013년 국가기록물 정리사업,기술지원계획(국가기록물 정리사업 발전을 위한 기술지원 계획) 7.
[국가기록원]2013년 국가기록물 정리사업,"가) 일반사항 ① 국가기록원의 정보보호 정책, 지침 및 매뉴얼을 준수하여야 한다. ② 국가기록원의 자산에 접근하기 위해서는 국가기록원의 접근 통제 절차를 준수하여야 한다. ③ 국가기록원은 계약서의 보안사항을 준수하고 있는지를 감사할 권한을 가진다. ④ 국가기록원의 감사 시 필요한 근거 자료를 제공하고 현장 실사에 적극 협조하여야 한다."
[국가기록원]2013년 국가기록물 정리사업,"나) 제3자의 직원에 대한 보안관리 ① 참여직원에 대해서 각 개인의 친필 서명이 들어간 보안서약서를 제출한다. ② 참여직원은 임의로 교체할 수 없으며, 교체 시 국가기록원의 승인을 받는다."
[국가기록원]2013년 국가기록물 정리사업,"다) 내부 자료에 대한 보안관리 ① 업무 수행을 위해 제공하는 내부 자료는 자료관리대장을 작성하여 인수․인계 시 직접 서명한다. ② 제공된 내부 자료에 대해 복사 및 외부반출을 할 수 없으며, 업무 완료 후 국가기록원에 반환한다. ③ 제공된 내부 자료는 매일 퇴근 시 반납하여야 한다."
[국가기록원]2013년 국가기록물 정리사업,"다만, 비밀문서를 제외한 일반문서는 제3자에 제공된 사무실에 시건장치가 된 보관함이 있을 경우 이를 보관함에 보관할 수 있다. ④ 국가기록원은 제3자에 제공된 사무실에 보관된 자료에 대해서는 수시로 확인할 수 있다."
[국가기록원]2013년 국가기록물 정리사업,라) 장비에 대한 보안관리 ① PC(노트북 포함)는 반입시마다 최신 바이러스 백신프로그램 설치와 바이러스 감염 여부를 확인하여야 한다. ② 업무 수행을 위해 반입된 PC는 업무 종료 시까지 반출을 할 수 없다.
[국가기록원]2013년 국가기록물 정리사업,"다만, 불가피한 경우 국가기록원의 승인 후 반출할 수 있다. ③ USB 등의 보조기억매체는 사용할 수 없다."
[국가기록원]2013년 국가기록물 정리사업,"다만, 불가피한 경우는 국가기록원의 승인 후 사용할 수 있다. ④ 업무 종료 시 PC 및 사용된 보조기억매체는 Format하고 국가기록원의 승인 후 반출한다."
[국가기록원]2013년 국가기록물 정리사업,마) 내․외부망 접근에 대한 보안관리 ① 사용자계정(ID)은 하나의 그룹으로 등록하고 사용자계정별로 정보시스템에 접근권한을 부여토록 한다. ② 사용자계정별로 부여된 권한은 불필요 시 곧바로 권한을 해지하거나 계정을 폐기토록 한다. ③ 국가기록원은 사용자별로 부여한 계정에 접속하여 저장된 자료와 작업이력을 확인할 수 있다. ④ 담당자는 서버 관리자로 하여금 내부 서버에 대한 접근기록을 확인하도록 한다. ⑤ PC(노트북 포함)는 인터넷 연결을 금지한다.
[국가기록원]2013년 국가기록물 정리사업,"다만, 불가피한 경우는 필요한 보안조치를 실시하고 국가기록원의 확인 후 사용한다."
